elements,imageUrlPath,studioEmail,styles,name
"Blackwork, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13876676_1744967042412088_7698001483767843600_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal","Dalí Ink, el mejor estudio de tatuajes de la CDMX, trae para ti al artista Commet Baltazar. Puntillismo, blackwork y muchos colores en sus piezas."
"Blackwork, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13873044_1744967045745421_5407742165746313948_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal","Dalí Ink, el mejor estudio de tatuajes de la CDMX, trae para ti al artista Commet Baltazar."
"Blackwork, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13900170_1744211152487677_1176618034766530674_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal","Dalí Ink, el mejor estudio de tatuajes de la CDMX, trae para ti al artista Commet Baltazar."
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13934878_1741550136087112_6043328241427201670_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal","Dalí Ink, el mejor estudio de tatuajes de la CDMX, trae para ti al artista André Fernández y su técnica freehand."
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13934582_1742373092671483_9069217591214024468_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal","Dalí Ink, el mejor estudio de tatuajes de la CDMX, trae para ti al artista André Fernández y su técnica freehand."
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13912840_1741550072753785_1238206165382870563_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández. No te quedes sin conocer su técnica freehand.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13903417_1742373036004822_7960407015594150181_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13924916_1741550119420447_3889180762179005701_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista André Fernández y su técnica freehand.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13924916_1741550119420447_3889180762179005701_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista André Fernández y su técnica freehand.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13903272_1741550206087105_4853946043569549912_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández. No te quedes sin conocer su técnica freehand.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13901534_1741550246087101_3297810216813353557_n-1.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández. No te quedes sin conocer su técnica freehand.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13901534_1741550246087101_3297810216813353557_n-1.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández. No te quedes sin conocer su técnica freehand.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13895167_1742373139338145_7616034409200064187_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13895044_1741550232753769_1136823355050340368_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal","Dalí Ink, el mejor estudio de tatuajes de la CDMX, trae para ti al artista André Fernández y su técnica freehand."
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13886869_1742373156004810_5536415215883278928_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal","Dalí Ink, el mejor estudio de tatuajes de la CDMX, trae para ti al artista André Fernández y su técnica freehand."
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13882383_1742373072671485_3113405219647748641_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal","Dalí Ink, el mejor estudio de tatuajes de la CDMX, trae para ti al artista André Fernández y su técnica freehand."
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13880149_1742373032671489_4511603118891319885_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández. No te quedes sin conocer su técnica freehand.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13879268_1741550082753784_6724862445485932901_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13876098_1742373112671481_8541038026245092646_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista André Fernández y su técnica freehand.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13873157_1741550162753776_474757632974088010_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13873156_1741550219420437_7512740507936189175_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista André Fernández y su técnica freehand.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13872986_1742373176004808_5150623483069043540_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández. No te quedes sin conocer su técnica freehand.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13872972_1742373026004823_6065160550694873953_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/13686748_1741550096087116_563988954947256730_n-1.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/9df88a9c514786a2af1f900dba4b7a71_cropped_image-1.jpeg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández.
"Geométrico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/f520f82d5ec47f8951951bd590ed9cc4_cropped_image-1.jpeg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX trae para ti al artista André Fernández.
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/14031020_1037519096356139_1562124364_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/14031020_1037519096356139_1562124364_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/13714433_1014297755344940_1600809434_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/13714433_1014297755344940_1600809434_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/13714412_1014298785344837_31812397_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/13714301_1014297772011605_1624992407_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/13713273_1014297628678286_1706656377_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/13706304_1014298818678167_959355842_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/13695726_1014297662011616_936333036_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/13664582_1014297612011621_1918463658_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX es Dalí Ink. Tatúa tu piel con el artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/13652673_1014298795344836_993243155_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/12928295_951306954977354_1192523045166610987_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/08/12919631_951306321644084_2575305096372575805_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/10384551_603425833098803_8210907430039786202_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/10371709_603425873098799_9212279806341165762_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/1934729_951306531644063_3060369561800737692_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/1920508_551593511615369_1554797790_n.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
"Acuarela, Blackwork, Geométrico, mexico, tatuaje, Trash polka",http://latatuadora.com/wp-content/uploads/2016/08/45-2.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX
"Acuarela, Blackwork, Geométrico, mexico, tatuaje, Trash polka",http://latatuadora.com/wp-content/uploads/2016/08/2.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX
"Acuarela, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/1-5.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/1-5.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/1-5.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/1-5.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
"Acuarela, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/08/1-4.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevara
,http://latatuadora.com/wp-content/uploads/2016/08/1-2.jpg,daliinkmx@gmail.com,,El mejor estudio de la CDMX. Trae para ti al artista Ricardo Guevaar
"Acuarela, Blackwork, Geométrico, mexico, tatuaje, Trash polka",http://latatuadora.com/wp-content/uploads/2016/08/nuevazo-5.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",El mejor estudio de la CDMX
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/07/Post12-Tatuadores-Lolo-02-tatuadora.jpg,daliinkmx@gmail.com,"Animal, Biomecánica, Cartoon, Fantasía, Figurativo, Gótico, Horror, Insecto, Latino, Ornamental, Religioso, Skull",¡¡Muy pronto abriremos agenda!!
"Acuarela, Berlín, Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2016/07/Post9-Dalí-frase-04-11.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",Los mejores tatuadores internacionales hacen buenos tatuajes... Próximamente abrimos agendas. ¡Espéralo!
"Acuarela, Berlín, Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2016/07/Post7-Dalí-frase-03.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal","Inspiración, Dalí Ink"
"Acuarela, Berlín, Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2016/07/Post6-Bancos-2-1.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",¡¡Próximamente podrás estrenar tus mejores tatuajes aquí!!
"estudio, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2016/07/Post5-Dalí-frase2-c-10-10.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",¡¡Tatuadores de todo el mundo provocando a los mexicanos en Dalí Ink!!
"Acuarela, Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka",http://latatuadora.com/wp-content/uploads/2016/07/Post-negro-estilos-de-tatuaje-01.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",Lo mejores artistas de estos y más estilos estarán en Dalí Ink.
"Acuarela, Berlín, Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2016/07/Post-viniles-2.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal",Cada día más cerca para recibir a los mejores tatuadores del mundo.
"estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/07/2post-país-surrealista-09.jpg,daliinkmx@gmail.com,"abstracto, Animal, Asiático, Biomecánica, Cartoon, Celta, Dot Work, Fantasía, Figurativo, Geométrico, Gótico, Horror, Insecto, Japones, Latino, New School, old school, Ornamental, Polinesio, Religioso, Skull, Tribal","Este año, Dalí regresa a México para traer a los mejores tatuadores del mundo."
Blackwork,http://latatuadora.com/wp-content/uploads/2017/01/IMG_20161109_201233-1.jpg,carlos-golden17@live.com,"Dot Work, old school, Skull",frida by outgoing triangle tattoo
"Acuarela, Bosquejo, estudio, Ilustración, mexico",http://latatuadora.com/wp-content/uploads/2017/01/IMG_20161029_153450-1.jpg,carlos-golden17@live.com,"Acuarela, Dot Work, Figurativo, old school",born to be blood by outgoing triangle tattoo
"Bosquejo, Ilustración, tatuaje",http://latatuadora.com/wp-content/uploads/2017/01/IMG_20161208_223306.jpg,carlos-golden17@live.com,"Cartoon, Dot Work, Fantasía, Gótico, New School",portal by outgoing Triangle tattoo
